pmid,disease_name,pathway_name,disease_id,pathway_id,category,reference_title,reference_journal,matched_recon3d_pathway,match_method,match_score
15863665,Polymicrogyria,Inositol phosphate metabolism,H00271,hsa00562,Congenital malformation,Genetics of the polymicrogyria syndromes.,J Med Genet 42:369-78 (2005),Inositol phosphate metabolism,kegg_id_crossref,1.0
24598713,Polymicrogyria,Inositol phosphate metabolism,H00271,hsa00562,Congenital malformation,Role of the phosphoinositide phosphatase FIG4 gene in familial epilepsy with polymicrogyria.,Neurology 82:1068-75 (2014),Inositol phosphate metabolism,kegg_id_crossref,1.0
25855803,Polymicrogyria,Inositol phosphate metabolism,H00271,hsa00562,Congenital malformation,"Germline recessive mutations in PI4KA are associated with perisylvian polymicrogyria, cerebellar hypoplasia and arthrogryposis.",Hum Mol Genet 24:3732-41 (2015),Inositol phosphate metabolism,kegg_id_crossref,1.0
28742248,Polymicrogyria,Inositol phosphate metabolism,H00271,hsa00562,Congenital malformation,Biallelic COL3A1 mutations result in a clinical spectrum of specific structural brain anomalies and connective tissue abnormalities.,Am J Med Genet A 173:2534-2538 (2017),Inositol phosphate metabolism,kegg_id_crossref,1.0
18708002,GM1 gangliosidosis,Sphingolipid metabolism,H00281,hsa00600,"Inherited metabolic disorder, Lysosomal disease",Current strategies in the management of lysosomal storage diseases.,Semin Pediatr Neurol 15:119-26 (2008),Sphingolipid metabolism,kegg_id_crossref,0.714
19472408,GM1 gangliosidosis,Sphingolipid metabolism,H00281,hsa00600,"Inherited metabolic disorder, Lysosomal disease",GM1 gangliosidosis and Morquio B disease: expression analysis of missense mutations affecting the catalytic site of acid beta-galactosidase.,Hum Mutat 30:1214-21 (2009),Sphingolipid metabolism,kegg_id_crossref,0.714
18202827,GM1 gangliosidosis,Sphingolipid metabolism,H00281,hsa00600,"Inherited metabolic disorder, Lysosomal disease",Chemical chaperone therapy for GM1-gangliosidosis.,Cell Mol Life Sci 65:351-3 (2008),Sphingolipid metabolism,kegg_id_crossref,0.714
18708002,GM1 gangliosidosis,Galactose metabolism,H00281,hsa00052,"Inherited metabolic disorder, Lysosomal disease",Current strategies in the management of lysosomal storage diseases.,Semin Pediatr Neurol 15:119-26 (2008),Galactose metabolism,kegg_id_crossref,1.0
19472408,GM1 gangliosidosis,Galactose metabolism,H00281,hsa00052,"Inherited metabolic disorder, Lysosomal disease",GM1 gangliosidosis and Morquio B disease: expression analysis of missense mutations affecting the catalytic site of acid beta-galactosidase.,Hum Mutat 30:1214-21 (2009),Galactose metabolism,kegg_id_crossref,1.0
18202827,GM1 gangliosidosis,Galactose metabolism,H00281,hsa00052,"Inherited metabolic disorder, Lysosomal disease",Chemical chaperone therapy for GM1-gangliosidosis.,Cell Mol Life Sci 65:351-3 (2008),Galactose metabolism,kegg_id_crossref,1.0
11013134,SBCAD deficiency,"Valine, leucine and isoleucine degradation",H00375,hsa00280(N00856),Inherited metabolic disorder,"Isolated 2-methylbutyrylglycinuria caused by short/branched-chain acyl-CoA dehydrogenase deficiency: identification of a new enzyme defect, resolution of its molecular basis, and evidence for distinct acyl-CoA dehydrogenases in isoleucine and valine metabolism.",Am J Hum Genet 67:1095-103 (2000),"Valine, leucine, and isoleucine metabolism",kegg_id_crossref,0.85
16317551,SBCAD deficiency,"Valine, leucine and isoleucine degradation",H00375,hsa00280(N00856),Inherited metabolic disorder,Short/branched-chain acyl-CoA dehydrogenase deficiency due to an IVS3+3A&gt;G mutation that causes exon skipping.,Hum Genet 118:680-90 (2006),"Valine, leucine, and isoleucine metabolism",kegg_id_crossref,0.85
25456746,VLCAD deficiency,Fatty acid degradation,H00392,hsa00071(N00804),"Inherited metabolic disorder, Mitochondrial disease",Neurodevelopmental profiles of children with very long chain acyl-CoA dehydrogenase deficiency diagnosed by newborn screening.,Mol Genet Metab 113:278-82 (2014),Fatty acid oxidation,kegg_id_crossref,0.581
26385305,VLCAD deficiency,Fatty acid degradation,H00392,hsa00071(N00804),"Inherited metabolic disorder, Mitochondrial disease",Recurrent ACADVL molecular findings in individuals with a positive newborn screen for very long chain acyl-coA dehydrogenase (VLCAD) deficiency in the United States.,Mol Genet Metab 116:139-45 (2015),Fatty acid oxidation,kegg_id_crossref,0.581
9973285,VLCAD deficiency,Fatty acid degradation,H00392,hsa00071(N00804),"Inherited metabolic disorder, Mitochondrial disease",Clear correlation of genotype with disease phenotype in very-long-chain acyl-CoA dehydrogenase deficiency.,Am J Hum Genet 64:479-94 (1999),Fatty acid oxidation,kegg_id_crossref,0.581
17347916,Peroxisomal beta-oxidation enzyme deficiency,Biosynthesis of unsaturated fatty acids,H00407,hsa01040(N00776),Inherited metabolic disorder,Molecular and clinical aspects of peroxisomal diseases.,J Inherit Metab Dis 30:193-7 (2007),Fatty acid synthesis,kegg_id_crossref,1.0
16376506,Peroxisomal beta-oxidation enzyme deficiency,Biosynthesis of unsaturated fatty acids,H00407,hsa01040(N00776),Inherited metabolic disorder,Aberrant peroxisome morphology in peroxisomal beta-oxidation enzyme deficiencies.,Brain Dev 28:287-92 (2006),Fatty acid synthesis,kegg_id_crossref,1.0
20064629,Peroxisomal beta-oxidation enzyme deficiency,Biosynthesis of unsaturated fatty acids,H00407,hsa01040(N00776),Inherited metabolic disorder,"Peroxisomes, lipid metabolism and lipotoxicity.",Biochim Biophys Acta 1801:272-80 (2010),Fatty acid synthesis,kegg_id_crossref,1.0
17347916,Peroxisomal beta-oxidation enzyme deficiency,Primary bile acid biosynthesis,H00407,hsa00120(N00779),Inherited metabolic disorder,Molecular and clinical aspects of peroxisomal diseases.,J Inherit Metab Dis 30:193-7 (2007),Bile acid synthesis,kegg_id_crossref,0.833
16376506,Peroxisomal beta-oxidation enzyme deficiency,Primary bile acid biosynthesis,H00407,hsa00120(N00779),Inherited metabolic disorder,Aberrant peroxisome morphology in peroxisomal beta-oxidation enzyme deficiencies.,Brain Dev 28:287-92 (2006),Bile acid synthesis,kegg_id_crossref,0.833
20064629,Peroxisomal beta-oxidation enzyme deficiency,Primary bile acid biosynthesis,H00407,hsa00120(N00779),Inherited metabolic disorder,"Peroxisomes, lipid metabolism and lipotoxicity.",Biochim Biophys Acta 1801:272-80 (2010),Bile acid synthesis,kegg_id_crossref,0.833
18708002,Sphingolipidosis,Sphingolipid metabolism,H00423,hsa00600(N00640+N00642+N00644+N00647+N00649),"Inherited metabolic disorder, Lysosomal disease",Current strategies in the management of lysosomal storage diseases.,Semin Pediatr Neurol 15:119-26 (2008),Sphingolipid metabolism,kegg_id_crossref,0.714
18465098,Sphingolipidosis,Sphingolipid metabolism,H00423,hsa00600(N00640+N00642+N00644+N00647+N00649),"Inherited metabolic disorder, Lysosomal disease",The role and metabolism of sulfatide in the nervous system.,Mol Neurobiol 37:93-103 (2008),Sphingolipid metabolism,kegg_id_crossref,0.714
16854371,Sphingolipidosis,Sphingolipid metabolism,H00423,hsa00600(N00640+N00642+N00644+N00647+N00649),"Inherited metabolic disorder, Lysosomal disease",Sphingolipid metabolism diseases.,Biochim Biophys Acta 1758:2057-79 (2006),Sphingolipid metabolism,kegg_id_crossref,0.714
17347913,Sphingolipidosis,Sphingolipid metabolism,H00423,hsa00600(N00640+N00642+N00644+N00647+N00649),"Inherited metabolic disorder, Lysosomal disease","Enzyme, cell and gene-based therapies for metachromatic leukodystrophy.",J Inherit Metab Dis 30:175-83 (2007),Sphingolipid metabolism,kegg_id_crossref,0.714
19267410,Sphingolipidosis,Sphingolipid metabolism,H00423,hsa00600(N00640+N00642+N00644+N00647+N00649),"Inherited metabolic disorder, Lysosomal disease",Prosaposin deficiency and saposin B deficiency (activator-deficient metachromatic leukodystrophy): report on two patients detected by analysis of urinary sphingolipids and carrying novel PSAP gene mutations.,Am J Med Genet A 149A:613-21 (2009),Sphingolipid metabolism,kegg_id_crossref,0.714
10833326,Sphingolipidosis,Sphingolipid metabolism,H00423,hsa00600(N00640+N00642+N00644+N00647+N00649),"Inherited metabolic disorder, Lysosomal disease",Krabbe disease: genetic aspects and progress toward therapy.,Mol Genet Metab 70:1-9 (2000),Sphingolipid metabolism,kegg_id_crossref,0.714
18157819,Sphingolipidosis,Sphingolipid metabolism,H00423,hsa00600(N00640+N00642+N00644+N00647+N00649),"Inherited metabolic disorder, Lysosomal disease",Molecular analysis of SUMF1 mutations: stability and residual activity of mutant formylglycine-generating enzyme determine disease severity in multiple sulfatase deficiency.,Hum Mutat 29:205 (2008),Sphingolipid metabolism,kegg_id_crossref,0.714
18567738,Defects in the degradation of sphingomyelin,Sphingolipid metabolism,H00424,hsa00600,"Inherited metabolic disorder, Lysosomal disease",The unexpected role of acid sphingomyelinase in cell death and the pathophysiology of common diseases.,FASEB J 22:3419-31 (2008),Sphingolipid metabolism,kegg_id_crossref,0.714
18708002,Defects in the degradation of sphingomyelin,Sphingolipid metabolism,H00424,hsa00600,"Inherited metabolic disorder, Lysosomal disease",Current strategies in the management of lysosomal storage diseases.,Semin Pediatr Neurol 15:119-26 (2008),Sphingolipid metabolism,kegg_id_crossref,0.714
17632693,Defects in the degradation of sphingomyelin,Sphingolipid metabolism,H00424,hsa00600,"Inherited metabolic disorder, Lysosomal disease",The pathogenesis and treatment of acid sphingomyelinase-deficient Niemann-Pick disease.,J Inherit Metab Dis 30:654-63 (2007),Sphingolipid metabolism,kegg_id_crossref,0.714
10760463,Defects in the degradation of sphingomyelin,Sphingolipid metabolism,H00424,hsa00600,"Inherited metabolic disorder, Lysosomal disease",Interactions between metabolism and intracellular distribution of cholesterol and sphingomyelin.,Biochim Biophys Acta 1484:129-41 (2000),Sphingolipid metabolism,kegg_id_crossref,0.714
19944693,Defects in the degradation of sphingomyelin,Sphingolipid metabolism,H00424,hsa00600,"Inherited metabolic disorder, Lysosomal disease","Acid sphingomyelinase, cell membranes and human disease: lessons from Niemann-Pick disease.",FEBS Lett 584:1895-900 (2010),Sphingolipid metabolism,kegg_id_crossref,0.714
17064658,Defects in the degradation of sphingomyelin,Sphingolipid metabolism,H00424,hsa00600,"Inherited metabolic disorder, Lysosomal disease",Acid ceramidase and human disease.,Biochim Biophys Acta 1758:2133-8 (2006),Sphingolipid metabolism,kegg_id_crossref,0.714
11241842,Defects in the degradation of sphingomyelin,Sphingolipid metabolism,H00424,hsa00600,"Inherited metabolic disorder, Lysosomal disease",Molecular analysis of acid ceramidase deficiency in patients with Farber disease.,Hum Mutat 17:199-209 (2001),Sphingolipid metabolism,kegg_id_crossref,0.714
17467691,HEM skeletal dysplasia,Steroid biosynthesis,H00447,hsa00100,Congenital malformation,"""Laminopathies"": a wide spectrum of human diseases.",Exp Cell Res 313:2121-33 (2007),Cholesterol metabolism,kegg_id_crossref,0.312
12618959,HEM skeletal dysplasia,Steroid biosynthesis,H00447,hsa00100,Congenital malformation,Autosomal recessive HEM/Greenberg skeletal dysplasia is caused by 3 beta-hydroxysterol delta 14-reductase deficiency due to mutations in the lamin B receptor gene.,Am J Hum Genet 72:1013-7 (2003),Cholesterol metabolism,kegg_id_crossref,0.312
20444604,Mitochondrial DNA depletion syndrome,Nucleotide metabolism,H00469,hsa01232,"Inherited metabolic disorder, Mitochondrial disease","Mitochondrial DNA depletion syndromes--many genes, common mechanisms.",Neuromuscul Disord 20:429-37 (2010),Nucleotide salvage pathway,kegg_id_crossref,1.0
21855607,Mitochondrial DNA depletion syndrome,Nucleotide metabolism,H00469,hsa01232,"Inherited metabolic disorder, Mitochondrial disease",Pyruvate therapy for mitochondrial DNA depletion syndrome.,Biochim Biophys Acta 1820:632-6 (2012),Nucleotide salvage pathway,kegg_id_crossref,1.0
9924029,Mitochondrial DNA depletion syndrome,Nucleotide metabolism,H00469,hsa01232,"Inherited metabolic disorder, Mitochondrial disease","Thymidine phosphorylase gene mutations in MNGIE, a human mitochondrial disorder.",Science 283:689-92 (1999),Nucleotide salvage pathway,kegg_id_crossref,1.0
11687801,Mitochondrial DNA depletion syndrome,Nucleotide metabolism,H00469,hsa01232,"Inherited metabolic disorder, Mitochondrial disease",Mutant mitochondrial thymidine kinase in mitochondrial DNA depletion myopathy.,Nat Genet 29:342-4 (2001),Nucleotide salvage pathway,kegg_id_crossref,1.0
11687800,Mitochondrial DNA depletion syndrome,Nucleotide metabolism,H00469,hsa01232,"Inherited metabolic disorder, Mitochondrial disease",The deoxyguanosine kinase gene is mutated in individuals with depleted hepatocerebral mitochondrial DNA.,Nat Genet 29:337-41 (2001),Nucleotide salvage pathway,kegg_id_crossref,1.0
15122711,Mitochondrial DNA depletion syndrome,Nucleotide metabolism,H00469,hsa01232,"Inherited metabolic disorder, Mitochondrial disease",POLG mutations associated with Alpers' syndrome and mitochondrial DNA depletion.,Ann Neurol 55:706-12 (2004),Nucleotide salvage pathway,kegg_id_crossref,1.0
12825077,Mitochondrial DNA depletion syndrome,Nucleotide metabolism,H00469,hsa01232,"Inherited metabolic disorder, Mitochondrial disease",Novel POLG mutations in progressive external ophthalmoplegia mimicking mitochondrial neurogastrointestinal encephalomyopathy.,Eur J Hum Genet 11:547-9 (2003),Nucleotide salvage pathway,kegg_id_crossref,1.0
15877282,Mitochondrial DNA depletion syndrome,Nucleotide metabolism,H00469,hsa01232,"Inherited metabolic disorder, Mitochondrial disease",Deficiency of the ADP-forming succinyl-CoA synthase activity is associated with encephalomyopathy and mitochondrial DNA depletion.,Am J Hum Genet 76:1081-6 (2005),Nucleotide salvage pathway,kegg_id_crossref,1.0
16582910,Mitochondrial DNA depletion syndrome,Nucleotide metabolism,H00469,hsa01232,"Inherited metabolic disorder, Mitochondrial disease",MPV17 encodes an inner mitochondrial membrane protein and is mutated in infantile hepatic mitochondrial DNA depletion.,Nat Genet 38:570-5 (2006),Nucleotide salvage pathway,kegg_id_crossref,1.0
16135556,Mitochondrial DNA depletion syndrome,Nucleotide metabolism,H00469,hsa01232,"Inherited metabolic disorder, Mitochondrial disease",Infantile onset spinocerebellar ataxia is caused by recessive mutations in mitochondrial proteins Twinkle and Twinky.,Hum Mol Genet 14:2981-90 (2005),Nucleotide salvage pathway,kegg_id_crossref,1.0
17486094,Mitochondrial DNA depletion syndrome,Nucleotide metabolism,H00469,hsa01232,"Inherited metabolic disorder, Mitochondrial disease","Mutation of RRM2B, encoding p53-controlled ribonucleotide reductase (p53R2), causes severe mitochondrial DNA depletion.",Nat Genet 39:776-80 (2007),Nucleotide salvage pathway,kegg_id_crossref,1.0
19667227,Mitochondrial DNA depletion syndrome,Nucleotide metabolism,H00469,hsa01232,"Inherited metabolic disorder, Mitochondrial disease",Mitochondrial neurogastrointestinal encephalopathy due to mutations in RRM2B.,Arch Neurol 66:1028-32 (2009),Nucleotide salvage pathway,kegg_id_crossref,1.0
17668387,Mitochondrial DNA depletion syndrome,Nucleotide metabolism,H00469,hsa01232,"Inherited metabolic disorder, Mitochondrial disease",Deficiency of the alpha subunit of succinate-coenzyme A ligase causes fatal infantile lactic acidosis with mitochondrial DNA depletion.,Am J Hum Genet 81:383-7 (2007),Nucleotide salvage pathway,kegg_id_crossref,1.0
22284826,Mitochondrial DNA depletion syndrome,Nucleotide metabolism,H00469,hsa01232,"Inherited metabolic disorder, Mitochondrial disease",Lack of the mitochondrial protein acylglycerol kinase causes Sengers syndrome.,Am J Hum Genet 90:314-20 (2012),Nucleotide salvage pathway,kegg_id_crossref,1.0
23313956,Mitochondrial DNA depletion syndrome,Nucleotide metabolism,H00469,hsa01232,"Inherited metabolic disorder, Mitochondrial disease",Loss-of-function mutations in MGME1 impair mtDNA replication and cause multisystemic mitochondrial disease.,Nat Genet 45:214-9 (2013),Nucleotide salvage pathway,kegg_id_crossref,1.0
